NAMA_PROV,NAMA_KAB,NAMA_KEC_X,NAMA_DESA_X,R601IK2,R601IK3,R601IK4,R601IK5,R601IK6,R601IK7,R601IK8,ID_UNIK_PODES,TARGET,KEY_JOIN,NAMA_DESA_Y,KABUPATEN,NAMA_KEC_Y,RAIN_MAX_2024_MM,RAIN_MEAN_2024_MM,RAIN_MEDIAN_2024_MM,UNNAMED:_6,UNNAMED:_7,ID_UNIK_SAT,LST_MAX_2024_C,LST_MEAN_2024_C,LST_MEDIAN_2024_C,NDVI_MAX_2024,NDVI_MEAN_2024,NDVI_MEDIAN_2024
RIAU,PELALAWAN,UKUI,AIR EMAS,2,0,0,,0,0,,AIR EMAS UKUI,0,AIR EMAS UKUI,Air Emas,Air Emas,Ukui,4.221.485.821.231.380,82.723.360.480.843,6.170.203.711.960.340,,,AIR EMAS UKUI,32.85014861995757,29.2863505833297,29.322292993630608,0.8403032271762211,0.6647639185821101,0.7591813588110404
RIAU,PELALAWAN,UKUI,TRI MULYA JAYA,2,0,0,,0,0,,TRI MULYA JAYA UKUI,0,TRI MULYA JAYA UKUI,Tri Mulya Jaya,Tri Mulya Jaya,Ukui,4.318.166.284.975.790,8.220.714.309.941.160,6.175.197.855.285.970,,,TRI MULYA JAYA UKUI,32.016187943262445,28.673395527589577,28.78729609929082,0.8658225177304966,0.6765909651557201,0.7844254875886525
RIAU,PELALAWAN,UKUI,BAGAN LIMAU,2,0,0,,0,0,,BAGAN LIMAU UKUI,0,BAGAN LIMAU UKUI,Bagan Limau,Bagan Limau,Ukui,463.648.179.675.301,8.488.718.802.752.950,61.588.899.882.146.500,,,BAGAN LIMAU UKUI,31.61894391578294,28.273723985827168,28.36496279202429,0.8765009204760545,0.6491739764001887,0.7441289988850569
RIAU,PELALAWAN,PANGKALAN LESUNG,GENDUANG,2,0,0,,0,0,,GENDUANG PANGKALAN LESUNG,0,GENDUANG PANGKALAN LESUNG,Genduang,Genduang,Pangkalan Lesung,44.870.267.776.558.300,7.953.075.237.187.860,5.443.777.663.459.600,,,GENDUANG PANGKALAN LESUNG,30.42843623794801,27.9975530858249,28.23300418410044,0.8809755903219932,0.6989249759948111,0.7860334218664726
RIAU,PELALAWAN,PANGKALAN LESUNG,RAWANG SARI,2,0,0,,0,0,,RAWANG SARI PANGKALAN LESUNG,0,RAWANG SARI PANGKALAN LESUNG,Rawang Sari,Rawang Sari,Pangkalan Lesung,44.376.300.148.341.900,7.982.102.995.333.460,5.563.137.904.457.420,,,RAWANG SARI PANGKALAN LESUNG,30.69473975636769,28.24196005347544,28.42722591362129,0.8512849944629016,0.6706637753382446,0.769680454042082
RIAU,PELALAWAN,PANGKALAN LESUNG,SARI MAKMUR,2,0,0,,0,0,,SARI MAKMUR PANGKALAN LESUNG,0,SARI MAKMUR PANGKALAN LESUNG,Sari Makmur,Sari Makmur,Pangkalan Lesung,4.218.622.913.833.490,7.859.374.424.642.760,5.494.586.798.770.360,,,SARI MAKMUR PANGKALAN LESUNG,30.16391277063072,27.73581664658208,28.089124568559782,0.8814341386884216,0.7235210856604956,0.806624599937245
RIAU,PELALAWAN,PANGKALAN LESUNG,MULIA SUBUR,2,0,0,,0,0,,MULIA SUBUR PANGKALAN LESUNG,0,MULYA SUBUR PANGKALAN LESUNG,Mulya Subur,Mulya Subur,Pangkalan Lesung,4.238.029.468.760.770,7.900.554.088.985.210,5.596.126.023.460.830,,,MULYA SUBUR PANGKALAN LESUNG,30.277594786729885,27.92939098158953,28.27012440758296,0.8918127962085309,0.7164998969709458,0.8043360781990522
RIAU,PELALAWAN,PANGKALAN LESUNG,MAYANG SARI,2,0,0,,0,0,,MAYANG SARI PANGKALAN LESUNG,0,MAYANG SARI PANGKALAN LESUNG,Mayang Sari,Mayang Sari,Pangkalan Lesung,4.487.686.463.240.730,7.877.970.779.335.100,5.564.547.575.437.100,,,MAYANG SARI PANGKALAN LESUNG,30.51216350123867,28.015074377421133,28.28806358381505,0.8767891412056152,0.6938980774063837,0.7968110652353427
RIAU,PELALAWAN,PANGKALAN LESUNG,PANGKALAN LESUNG,2,0,0,,0,0,,PANGKALAN LESUNG PANGKALAN LESUNG,0,PANGKALAN LESUNG PANGKALAN LESUNG,Pangkalan Lesung,Pangkalan Lesung,Pangkalan Lesung,44.230.912.032.089.800,8.310.283.161.758.430,5.812.150.577.156.560,,,PANGKALAN LESUNG PANGKALAN LESUNG,32.683391052827034,29.010505049554865,29.031935818007742,0.8623787147966466,0.6693025252349295,0.7577574940879863
RIAU,PELALAWAN,PANGKALAN LESUNG,TANJUNG KUYO,2,0,0,,0,0,,TANJUNG KUYO PANGKALAN LESUNG,0,TANJUNG KUYO PANGKALAN LESUNG,Tanjung Kuyo,Tanjung Kuyo,Pangkalan Lesung,4.580.293.273.925.780,804.421.329.498.291,5.352.169.990.539.550,,,TANJUNG KUYO PANGKALAN LESUNG,31.794824902723764,28.85860800778796,29.154334630350228,0.851725058365759,0.6436488783623755,0.7467001556420235
RIAU,PELALAWAN,PANGKALAN LESUNG,PESAGUAN,2,0,0,,0,0,,PESAGUAN PANGKALAN LESUNG,0,PESAGUAN PANGKALAN LESUNG,Pesaguan,Pesaguan,Pangkalan Lesung,4.131.725.836.281.820,8.039.546.570.392.560,5.512.628.416.822.410,,,PESAGUAN PANGKALAN LESUNG,32.662189167008634,28.68290109806749,28.587848789495293,0.866769593762823,0.6661219496529945,0.7342804164956911
RIAU,PELALAWAN,BUNUT,MERBAU,2,0,0,,0,0,,MERBAU BUNUT,0,MERBAU BUNUT,Merbau,Merbau,Bunut,3.832.655.898.750.600,7.277.725.632.159.740,5.222.045.279.787.730,,,MERBAU BUNUT,32.00666492420284,29.04532534410821,29.38591897543129,0.8447739675901724,0.6549054692152093,0.7433402509147935
RIAU,PELALAWAN,BUNUT,PETANI,2,0,0,,0,0,,PETANI BUNUT,0,PETANI BUNUT,Petani,Petani,Bunut,4.097.239.371.105.630,70.668.527.721.303.700,5.307.298.980.982.950,,,PETANI BUNUT,31.756467165419817,28.57053982174689,28.82566441040259,0.8542484028025175,0.6445840941125447,0.7508538178363614
RIAU,PELALAWAN,BUNUT,PANGKALAN BUNUT,2,0,0,,0,0,,PANGKALAN BUNUT BUNUT,0,PANGKALAN BUNUT BUNUT,Pangkalan Bunut,Pangkalan Bunut,Bunut,3.911.625.671.386.710,7.037.287.712.097.160,5.385.021.686.553.950,,,PANGKALAN BUNUT BUNUT,31.95250000000001,29.494150735294152,29.97375000000005,0.8097187500000002,0.6841978260869566,0.7591437500000001
RIAU,PELALAWAN,BUNUT,LUBUK MAS,2,0,0,,0,0,,LUBUK MAS BUNUT,0,LUBUK MAS BUNUT,Lubuk Mas,Lubuk Mas,Bunut,3.995.133.637.218.940,7.209.552.857.933.970,506.427.726.513.002,,,LUBUK MAS BUNUT,31.46799803729149,28.69918350687588,28.9875466143278,0.850752306182532,0.6452170414302171,0.7610759568204122
RIAU,PELALAWAN,BUNUT,BALAM MERAH,2,0,0,,0,0,,BALAM MERAH BUNUT,0,BALAM MERAH BUNUT,Balam Merah,Balam Merah,Bunut,404.729.219.557.922,7.445.384.221.269.900,4.899.443.794.537.140,,,BALAM MERAH BUNUT,32.28469534050183,28.42763624676222,28.47451388888892,0.8603853718637994,0.6662598381252921,0.762660752688172
RIAU,PELALAWAN,BUNUT,BAGAN LAGUH,2,0,0,,0,0,,BAGAN LAGUH BUNUT,0,BAGAN LAGUH BUNUT,Bagan Laguh,Bagan Laguh,Bunut,4.426.490.637.262.810,759.296.469.459.621,5.190.294.475.657.100,,,BAGAN LAGUH BUNUT,32.32698004137767,28.34171299138656,28.40551265668738,0.8653694657417552,0.6364132428263783,0.7131881161007669
RIAU,PELALAWAN,BUNUT,LUBUK MANDIAN GAJAH,2,0,0,,0,0,,LUBUK MANDIAN GAJAH BUNUT,0,LUBUK MANDIAN GAJAH BUNUT,Lubuk Mandian Gajah,Lubuk Mandian Gajah,Bunut,42.282.228.520.042.000,7.169.793.596.393.180,4.931.730.455.473.850,,,LUBUK MANDIAN GAJAH BUNUT,31.616622269579143,28.31021005553517,28.52992274906769,0.8630805274374002,0.6580531328901347,0.7813560468833247
RIAU,PELALAWAN,BUNUT,KERIUNG,2,0,0,,0,0,,KERIUNG BUNUT,0,KERIUNG BUNUT,Keriung,Keriung,Bunut,4.235.425.238.413.350,7.167.737.056.131.230,49.276.709.001.358.200,,,KERIUNG BUNUT,32.253617710583185,28.575155847323817,28.639551835853155,0.8496883639308855,0.6456418372617148,0.7338576943844491
RIAU,PELALAWAN,BUNUT,SIALANG KAYU BATU,2,0,0,,0,0,,SIALANG KAYU BATU BUNUT,0,SIALANG KAYU BATU BUNUT,Sialang Kayu Batu,Sialang Kayu Batu,Bunut,4.189.297.498.326.720,72.516.314.999.586.800,4.905.870.009.441.760,,,SIALANG KAYU BATU BUNUT,31.88695613249779,27.90589820433128,28.266248880931087,0.8737967173977917,0.6904176001972157,0.7871544911966578
RIAU,PELALAWAN,PELALAWAN,RANSANG,2,0,0,,0,0,,RANSANG PELALAWAN,0,RANSANG PELALAWAN,Ransang,Ransang,Pelalawan,4.536.930.049.065.750,6.629.396.593.592.390,4.607.915.159.136.390,,,RANSANG PELALAWAN,34.00296089924502,28.13366876835954,28.247708227802327,0.872648592517548,0.6317179968558304,0.6803341703451771
RIAU,PELALAWAN,PELALAWAN,KUALA TOLAM,2,0,0,,0,0,,KUALA TOLAM PELALAWAN,0,KUALA TOLAM PELALAWAN,Kuala Tolam,Kuala Tolam,Pelalawan,4.347.651.104.414.430,65.036.027.015.585.400,4.468.387.837.664.670,,,KUALA TOLAM PELALAWAN,33.89384436826908,28.10837213764644,28.10242921536345,0.8675998623444623,0.655619546147464,0.7175802207886852
RIAU,PELALAWAN,PELALAWAN,PELALAWAN,2,0,0,,0,0,,PELALAWAN PELALAWAN,0,PELALAWAN PELALAWAN,Pelalawan,Pelalawan,Pelalawan,47.686.651.966.199.700,6.942.857.198.977.160,47.653.987.520.668.600,,,PELALAWAN PELALAWAN,34.088147208121875,28.15673340440648,28.044446337926065,0.8454524027072762,0.6535304190181923,0.7281005051970025
RIAU,PELALAWAN,PELALAWAN,TELAYAP,2,0,0,,0,0,,TELAYAP PELALAWAN,0,TELAYAP PELALAWAN,Telayap,Telayap,Pelalawan,4.181.027.150.298.610,7.343.555.227.554.200,5.309.179.261.597.720,,,TELAYAP PELALAWAN,33.46162084678761,28.376607300813145,28.496576938165813,0.8724642182454657,0.6944356885971416,0.7856914778042678
RIAU,PELALAWAN,PELALAWAN,BATANG NILO KECIL,2,0,0,,0,0,,BATANG NILO KECIL PELALAWAN,0,BATANG NILO KECIL PELALAWAN,Batang Nilo Kecil,Batang Nilo Kecil,Pelalawan,44.223.319.413.290.600,7.388.904.185.948.180,5.411.967.838.459.120,,,BATANG NILO KECIL PELALAWAN,33.072644751587625,28.266660012215187,28.289344041837907,0.8783630407172208,0.7112581056016634,0.8014173926036608
RIAU,PELALAWAN,PELALAWAN,SERING,2,0,0,,0,0,,SERING PELALAWAN,0,SERING PELALAWAN,Sering,Sering,Pelalawan,4.324.195.116.193.990,7.241.349.649.491.160,5.128.794.961.402.380,,,SERING PELALAWAN,36.650137215879376,29.468468775414763,29.413251283125604,0.7745098093641981,0.5450708654209608,0.6183440347753226
RIAU,PELALAWAN,PELALAWAN,DELIK,2,0,0,,0,0,,DELIK PELALAWAN,0,DELIK PELALAWAN,Delik,Delik,Pelalawan,4.849.927.441.612.540,7.218.046.507.913.190,4.777.962.258.367.820,,,DELIK PELALAWAN,33.89794629262218,28.635544795023243,28.469775296451825,0.8534059521063073,0.6272386983202901,0.7243954413325332
RIAU,PELALAWAN,PELALAWAN,LALANG KABUNG,2,0,0,,0,0,,LALANG KABUNG PELALAWAN,0,LALANG KABUNG PELALAWAN,Lalang Kabung,Lalang Kabung,Pelalawan,45.719.206.516.211.600,71.603.502.993.711.700,476.926.872.892.214,,,LALANG KABUNG PELALAWAN,35.935226787284854,29.9825308882413,29.41464694057045,0.8170944276919213,0.5943196572652237,0.6581613707752231
RIAU,PELALAWAN,BANDAR PETALANGAN,KUALA SEMUNDAM,2,0,0,,0,0,,KUALA SEMUNDAM BANDAR PETALANGAN,0,KUALA SEMUNDAM BANDAR PETALANGAN,Kuala Semundam,Kuala Semundam,Bandar Petalangan,4.178.146.536.690.840,78.250.504.493.713.300,5.615.909.276.689.800,,,KUALA SEMUNDAM BANDAR PETALANGAN,32.13131661442008,28.59630061352203,28.55981191222573,0.8361103448275862,0.6176332833583208,0.7471081504702195
RIAU,PELALAWAN,BANDAR PETALANGAN,RAWANG EMPAT,2,0,0,,0,0,,RAWANG EMPAT BANDAR PETALANGAN,0,RAWANG EMPAT BANDAR PETALANGAN,Rawang Empat,Rawang Empat,Bandar Petalangan,384.107.931.339.541,7.807.614.518.277.470,5.605.140.616.773.890,,,RAWANG EMPAT BANDAR PETALANGAN,31.423189730200207,28.058210468944942,28.17382506527418,0.867909638816362,0.6632452160669015,0.7962147737162751
RIAU,PELALAWAN,BANDAR PETALANGAN,TAMBUN,2,0,0,,0,0,,TAMBUN BANDAR PETALANGAN,0,TAMBUN BANDAR PETALANGAN,Tambun,Tambun,Bandar Petalangan,42.418.919.036.304.800,7.776.900.155.317.400,5.443.687.360.155.360,,,TAMBUN BANDAR PETALANGAN,31.39418657871714,28.373395451093884,28.54637073433402,0.8739006528908934,0.7117469888297423,0.7943970047788924
RIAU,PELALAWAN,BANDAR PETALANGAN,TERBANGIANG,2,0,0,,0,0,,TERBANGIANG BANDAR PETALANGAN,0,TERBANGIANG BANDAR PETALANGAN,Terbangiang,Terbangiang,Bandar Petalangan,39.319.351.468.437.900,7.704.178.591.593.280,5.465.240.336.098.720,,,TERBANGIANG BANDAR PETALANGAN,31.26067777674334,27.771200855194195,27.97038124941814,0.8813119635043292,0.6964104352278755,0.8042255283493159
RIAU,PELALAWAN,BANDAR PETALANGAN,LUBUK TERAP,2,0,0,,0,0,,LUBUK TERAP BANDAR PETALANGAN,0,LUBUK TERAP BANDAR PETALANGAN,Lubuk Terap,Lubuk Terap,Bandar Petalangan,4.305.311.584.472.650,7.847.849.369.049.070,5.612.303.733.825.680,,,LUBUK TERAP BANDAR PETALANGAN,32.06606508875742,28.65628934092668,28.66390532544381,0.8070363905325445,0.631417603550296,0.7341625739644972
RIAU,PELALAWAN,BANDAR PETALANGAN,ANGKASA,2,0,0,,0,0,,ANGKASA BANDAR PETALANGAN,0,ANGKASA BANDAR PETALANGAN,Angkasa,Angkasa,Bandar Petalangan,4.218.181.439.387.940,7.647.861.379.164.230,4.962.580.227.557.520,,,ANGKASA BANDAR PETALANGAN,30.812805497090537,27.90519808013928,27.956995171474585,0.8762468243159589,0.6475664732385574,0.7768623746440513
RIAU,PELALAWAN,BANDAR PETALANGAN,SIALANG GODANG,2,0,0,,0,0,,SIALANG GODANG BANDAR PETALANGAN,0,SIALANG GODANG BANDAR PETALANGAN,Sialang Godang,Sialang Godang,Bandar Petalangan,3.961.977.037.890.200,7.757.904.735.104.780,5.557.695.717.647.150,,,SIALANG GODANG BANDAR PETALANGAN,30.48763255240447,27.486682509378465,27.816085080148,0.8854323674475961,0.6759139092907308,0.8028203452527745
RIAU,PELALAWAN,BANDAR PETALANGAN,LUBUK RAJA,2,0,0,,0,0,,LUBUK RAJA BANDAR PETALANGAN,0,LUBUK RAJA BANDAR PETALANGAN,Lubuk Raja,Lubuk Raja,Bandar Petalangan,4.073.482.587.905.150,7.525.813.087.962.920,551.622.115.316.845,,,LUBUK RAJA BANDAR PETALANGAN,30.202613489619576,27.616916314038928,27.878891427436205,0.8696035661070828,0.6801305902626315,0.7767428230853284
RIAU,PELALAWAN,BANDAR PETALANGAN,LUBUK KERANJI TIMUR,2,0,0,,0,0,,LUBUK KERANJI TIMUR BANDAR PETALANGAN,0,LUBUK KERANJI TIMUR BANDAR PETALANGAN,Lubuk Keranji Timur,Lubuk Keranji Timur,Bandar Petalangan,4.031.431.298.290.220,7.348.922.062.263.210,531.679.424.450.552,,,LUBUK KERANJI TIMUR BANDAR PETALANGAN,31.29945992040936,28.46130565650464,28.66599630471862,0.8305198266060263,0.62961038942581,0.718700667993178
RIAU,PELALAWAN,BANDAR PETALANGAN,SIALANG BUNGKUK,2,0,0,,0,0,,SIALANG BUNGKUK BANDAR PETALANGAN,0,SIALANG BUNGKUK BANDAR PETALANGAN,Sialang Bungkuk,Sialang Bungkuk,Bandar Petalangan,414.615.013.409.858,751.179.952.102.725,4.966.140.934.612.960,,,SIALANG BUNGKUK BANDAR PETALANGAN,29.94974275480303,27.26413988681163,27.659874633669844,0.900080511234126,0.6883431087452042,0.8104736242266366
RIAU,PELALAWAN,BANDAR PETALANGAN,AIR TERJUN,2,0,0,,0,0,,AIR TERJUN BANDAR PETALANGAN,0,AIR TERJUN BANDAR PETALANGAN,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,PELALAWAN,KUALA KAMPAR,SERAPUNG,2,0,0,,0,0,,SERAPUNG KUALA KAMPAR,0,SERAPUNG KUALA KAMPAR,Serapung,Serapung,Kuala Kampar,60.951.046.020.657.100,78.322.855.900.401.400,5.180.348.187.466.260,,,SERAPUNG KUALA KAMPAR,33.762143023925546,27.72196749815454,27.91832339679233,0.8646068714986008,0.6414217668204909,0.6970223819736233
RIAU,PELALAWAN,KUALA KAMPAR,TELUK,2,0,0,,0,0,,TELUK KUALA KAMPAR,0,TELUK KUALA KAMPAR,Teluk,Teluk,Kuala Kampar,63.291.490.316.390.900,798.244.306.564.331,532.982.530.593.872,,,TELUK KUALA KAMPAR,36.10739002932552,28.20845488703765,28.31910557184755,0.8453314412238324,0.6264272296693678,0.7096256038647341
RIAU,PELALAWAN,KUALA KAMPAR,SOKOI,2,0,0,,0,0,,SOKOI KUALA KAMPAR,0,SOKOI KUALA KAMPAR,Sokoi,Sokoi,Kuala Kampar,6.222.040.631.678.810,7.956.869.932.596.150,5.032.959.078.432.760,,,SOKOI KUALA KAMPAR,34.92562875790126,28.677482524890014,28.798216249550386,0.841531027925133,0.674216073511615,0.7423420453408064
RIAU,PELALAWAN,KUALA KAMPAR,TANJUNG SUM,2,0,0,,0,0,,TANJUNG SUM KUALA KAMPAR,0,TANJUNG SUM KUALA KAMPAR,Tanjung Sum,Tanjung Sum,Kuala Kampar,5.556.776.253.336.820,7.590.908.658.538.640,474.939.875.343.126,,,TANJUNG SUM KUALA KAMPAR,36.414276299731526,28.7108836302352,28.957357822797192,0.8337336176504038,0.6325332513232069,0.7073530990560674
RIAU,PELALAWAN,KUALA KAMPAR,SUNGAI SOLOK,2,0,0,,0,0,,SUNGAI SOLOK KUALA KAMPAR,0,SUNGAI SOLOK KUALA KAMPAR,Sungai Solok,Sungai Solok,Kuala Kampar,6.764.463.026.518.370,779.294.665.063.236,4.893.642.550.745.990,,,SUNGAI SOLOK KUALA KAMPAR,36.06994081745888,29.25731937044972,29.29936286295546,0.837134909185713,0.6230197281199243,0.6902462718345354
RIAU,PELALAWAN,KUALA KAMPAR,SUNGAI UPIH,2,0,0,,0,0,,SUNGAI UPIH KUALA KAMPAR,0,SUNGAI UPIH KUALA KAMPAR,Sungai Upih,Sungai Upih,Kuala Kampar,7.184.046.131.175.950,7.865.374.693.503.740,4.909.876.178.254.130,,,SUNGAI UPIH KUALA KAMPAR,36.00858948769132,28.506918367580607,28.57398369926816,0.8463236146960297,0.6457714215651701,0.707039999450821
RIAU,PELALAWAN,KUALA KAMPAR,SUNGAI EMAS,2,0,0,,0,0,,SUNGAI EMAS KUALA KAMPAR,0,SUNGAI EMAS KUALA KAMPAR,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,PELALAWAN,KUALA KAMPAR,TELUK BAKAU,2,0,0,,0,0,,TELUK BAKAU KUALA KAMPAR,0,TELUK BAKAU KUALA KAMPAR,Teluk Bakau,Teluk Bakau,Kuala Kampar,6.832.381.403.996.390,7.960.469.700.739.930,5.177.396.162.962.300,,,TELUK BAKAU KUALA KAMPAR,37.82642276422766,28.655312460374603,28.479428809672747,0.8456749009797793,0.6163500273602786,0.7038345632687094
RIAU,PELALAWAN,KERUMUTAN,BUKIT LEMBAH SUBUR,2,0,0,,0,0,,BUKIT LEMBAH SUBUR KERUMUTAN,0,BUKIT LEMBAH SUBUR KERUMUTAN,Bukit Lembah Subur,Bukit Lembah Subur,Kerumutan,45.559.437.570.396.300,8.086.222.555.008.400,5.558.773.584.892.410,,,BUKIT LEMBAH SUBUR KERUMUTAN,31.88682678311501,29.09030324008839,29.39600679281905,0.8146709364386221,0.6011354270826741,0.7085984716157205
RIAU,PELALAWAN,KERUMUTAN,BANJAR PANJANG,2,0,0,,0,0,,BANJAR PANJANG KERUMUTAN,0,BANJAR PANJANG KERUMUTAN,Banjar Panjang,Banjar Panjang,Kerumutan,4.512.174.908.082.870,8.085.776.407.327.220,5.581.992.989.155.780,,,BANJAR PANJANG KERUMUTAN,31.5819788425638,28.726254275312968,29.03505600497824,0.841459583074051,0.6348819769486755,0.7509714374611076
RIAU,PELALAWAN,KERUMUTAN,KERUMUTAN,2,0,0,,0,0,,KERUMUTAN KERUMUTAN,0,KERUMUTAN KERUMUTAN,Kerumutan,Kerumutan,Kerumutan,4.369.162.749.104.060,7.876.134.854.480.310,5.832.892.450.969.940,,,KERUMUTAN KERUMUTAN,31.164106258172115,28.260354968815808,28.46538608255465,0.8583051521658295,0.6315652605237754,0.7323325875988154
RIAU,PELALAWAN,KERUMUTAN,BERINGIN MAKMUR,2,0,0,,0,0,,BERINGIN MAKMUR KERUMUTAN,0,BERINGIN MAKMUR KERUMUTAN,Beringin Makmur,Beringin Makmur,Kerumutan,4.407.029.491.359.900,78.763.533.285.108.600,5.948.240.344.807.250,,,BERINGIN MAKMUR KERUMUTAN,32.12967689822297,29.336016120353687,29.65843618739906,0.8146974798061393,0.5946903785909954,0.6967499192245559
RIAU,PELALAWAN,KERUMUTAN,PEMATANG TINGGI,2,0,0,,0,0,,PEMATANG TINGGI KERUMUTAN,0,PEMATANG TINGGI KERUMUTAN,Pematang Tinggi,Pematang Tinggi,Kerumutan,45.825.861.252.801.200,8.064.668.407.329.930,5.470.108.040.495.410,,,PEMATANG TINGGI KERUMUTAN,32.14362032462953,28.59813339287368,28.90259233121622,0.8437575629263705,0.626963045012427,0.7090500352858152
RIAU,PELALAWAN,KERUMUTAN,PANGKALAN TAMPOI,2,0,0,,0,0,,PANGKALAN TAMPOI KERUMUTAN,0,PANGKALAN TAMPUI KERUMUTAN,Pangkalan Tampui,Pangkalan Tampui,Kerumutan,4.522.077.107.791.520,7.910.514.502.618.420,5.633.757.231.292.390,,,PANGKALAN TAMPUI KERUMUTAN,31.877608259998272,28.744428078994662,28.995229589614027,0.8539874705933603,0.6706955559512217,0.7650071882896223
RIAU,PELALAWAN,KERUMUTAN,PANGKALAN PANDUK,2,0,0,,0,0,,PANGKALAN PANDUK KERUMUTAN,0,PANGKALAN PANDUK KERUMUTAN,Pangkalan Panduk,Pangkalan Panduk,Kerumutan,4.106.775.708.106.250,7.503.698.378.532.160,538.827.458.350.889,,,PANGKALAN PANDUK KERUMUTAN,31.55981633371913,28.358667956660355,28.78206410708,0.8691871031047149,0.6777340884179759,0.7678209228601623
RIAU,PELALAWAN,KERUMUTAN,TANJUNG AIR HITAM,2,0,0,,0,0,,TANJUNG AIR HITAM KERUMUTAN,0,TANJUNG AIR HITAM KERUMUTAN,Tanjung Air Hitam,Tanjung Air Hitam,Kerumutan,3.901.852.798.461.910,7.764.499.797.433.760,5.632.149.662.463.190,,,TANJUNG AIR HITAM KERUMUTAN,32.51229769392037,28.42444347682446,28.724000000000032,0.855521278825996,0.6765787248199798,0.7598769601677148
RIAU,PELALAWAN,KERUMUTAN,MAK TEDUH,1,1,0,D,0,0,,MAK TEDUH KERUMUTAN,1,MAK TEDUH KERUMUTAN,Mak Teduh,Mak Teduh,Kerumutan,4.194.895.256.764.480,7.636.905.150.131.960,5.596.683.893.412.000,,,MAK TEDUH KERUMUTAN,31.400722686525167,28.00594166913416,28.166670135388586,0.8770782207624696,0.6661735180522004,0.7633655989507114
RIAU,PELALAWAN,KERUMUTAN,LIPAI BULAN,2,0,0,,0,0,,LIPAI BULAN KERUMUTAN,0,LIPAI BULAN KERUMUTAN,Lipai Bulan,Lipai Bulan,Kerumutan,40.155.574.199.581.900,7.880.441.287.332.320,60.563.884.924.265.900,,,LIPAI BULAN KERUMUTAN,31.506983094928504,28.076160897629844,28.2592685305592,0.8861761703511052,0.7271228345677618,0.8107961313394019
RIAU,PELALAWAN,TELUK MERANTI,KUALA PANDUK,2,0,0,,0,0,,KUALA PANDUK TELUK MERANTI,0,KUALA PANDUK TELUK MERANTI,Kuala Panduk,Kuala Panduk,Teluk Meranti,4.094.702.277.464.020,6.754.993.735.648.250,47.468.491.836.505.700,,,KUALA PANDUK TELUK MERANTI,33.440741073557206,27.44829455064956,27.577903867666773,0.8999565552274932,0.7007195514632419,0.7626942782739459
RIAU,PELALAWAN,TELUK MERANTI,PETODAAN,2,0,0,,0,0,,PETODAAN TELUK MERANTI,0,PETODAAN TELUK MERANTI,Petodaan,Petodaan,Teluk Meranti,41.473.411.483.121.500,68.419.156.727.627.100,4.750.594.742.968.450,,,PETODAAN TELUK MERANTI,32.72459406529661,27.16913230510272,27.278957150648285,0.8994051126516465,0.7056783119628881,0.7742398186260349
RIAU,PELALAWAN,TELUK MERANTI,TELUK MERANTI,1,1,0,D,0,0,,TELUK MERANTI TELUK MERANTI,1,TELUK MERANTI TELUK MERANTI,Teluk Meranti,Teluk Meranti,Teluk Meranti,5.065.959.183.639.440,7.508.339.887.647.800,5.032.220.905.483.790,,,TELUK MERANTI TELUK MERANTI,31.679386356521164,27.228392529961152,27.35630400369114,0.8860695429595157,0.6943079511390514,0.7719082083125602
RIAU,PELALAWAN,TELUK MERANTI,PULAU MUDA,1,3,0,D,2,0,D,PULAU MUDA TELUK MERANTI,1,PULAU MUDA TELUK MERANTI,Pulau Muda,Pulau Muda,Teluk Meranti,54.250.602.833.846.300,7.728.675.036.339.740,4.910.765.390.807.560,,,PULAU MUDA TELUK MERANTI,31.553791299546862,27.702532487578576,27.90193813982383,0.863662866344878,0.6617546046150873,0.7275730811009576
RIAU,PELALAWAN,TELUK MERANTI,PANGKALAN TERAP,2,0,0,,0,0,,PANGKALAN TERAP TELUK MERANTI,0,PANGKALAN TERAP TELUK MERANTI,Pangkalan Terap,Pangkalan Terap,Teluk Meranti,40.344.599.190.915.200,6.758.040.651.623.320,4.759.890.836.851.200,,,PANGKALAN TERAP TELUK MERANTI,33.361535579287974,27.38718392327519,27.621030679673648,0.8924108281200995,0.6992505085010932,0.7749281184490697
RIAU,PELALAWAN,TELUK MERANTI,TELUK BINJAI,2,0,0,,0,0,,TELUK BINJAI TELUK MERANTI,0,TELUK BINJAI TELUK MERANTI,Teluk Binjai,Teluk Binjai,Teluk Meranti,4.600.707.255.631.180,69.995.380.807.508.900,4.886.874.940.632.840,,,TELUK BINJAI TELUK MERANTI,31.09948484617315,26.96991633528756,27.1918802515285,0.8947768287897563,0.7009492141103859,0.7762814157372987
RIAU,PELALAWAN,TELUK MERANTI,GAMBUT MUTIARA,1,0,0,,1,0,D,GAMBUT MUTIARA TELUK MERANTI,1,GAMBUT MUTIARA TELUK MERANTI,Gambut Mutiara,Gambut Mutiara,Teluk Meranti,5.524.540.419.138.850,8.156.217.438.895.030,5.800.567.848.509.510,,,GAMBUT MUTIARA TELUK MERANTI,35.540453760221155,28.987203791545205,29.074497984567586,0.7842705625879045,0.5947153593410544,0.6436982583216126
